"Date","Open","High","Low","Close","Volume"
"06/25/2025","304.38","305","302.02","302.37","1,226,456"
"06/24/2025","304.02","306.06","301.92","304.19","1,470,094"
"06/23/2025","297.82","301.18","293.49","300.95","1,829,121"
"06/20/2025","297.75","299.7","295.08","297.21","2,874,699"
"06/18/2025","296.85","297.57","293.76","295.19","1,110,810"
"06/17/2025","298.4","300.52","295.81","296.85","1,070,084"
"06/16/2025","293.35","299.39","292.9","299.3","1,384,851"
"06/13/2025","294.09","296.69","291.14","292.16","1,129,747"
"06/12/2025","296.92","299.67","296.11","298.57","1,054,553"
"06/11/2025","298","299.12","295.98","296.77","1,198,816"
"06/10/2025","298.41","298.52","295.97","297.54","896,703"
"06/09/2025","297","298.785","290.63","297.21","1,316,928"
"06/06/2025","300.17","300.18","297.405","297.86","941,748"
"06/05/2025","298.36","300.67","297.22","298.22","1,091,225"
"06/04/2025","299.1","301.43","298.04","298.36","1,031,342"
"06/03/2025","295.12","299.72","294.475","299.52","1,525,839"
"06/02/2025","294.41","295.88","291.24","295.26","1,023,810"
"05/30/2025","297.49","298","293.71","296.12","4,533,966"
"05/29/2025","300.48","301.18","294.795","297","1,250,690"
"05/28/2025","301","303.1","298.86","299.23","1,477,584"
"05/27/2025","297.52","301.18","294.79","300.36","2,132,842"
"05/23/2025","295","304.8","291.5301","295.35","3,197,268"
"05/22/2025","292.39","296.44","292.37","295","2,366,754"
"05/21/2025","292.77","297.79","291.8","292.93","1,831,367"
"05/20/2025","294.59","295.9","292.27","295.84","1,388,343"
"05/19/2025","294.59","297.25","293","295.9","1,635,597"
"05/16/2025","296.1","298.21","294.82","298.08","1,901,746"
"05/15/2025","294.97","297.18","294.4","295.78","1,780,917"
"05/14/2025","295.85","297.99","294.65","295.54","1,353,254"
"05/13/2025","294.18","298.83","292.95","297.01","1,220,271"
"05/12/2025","295.95","297.86","292.5159","293.2","1,500,040"
"05/09/2025","289.8","291.99","285.77","287.48","906,924"
"05/08/2025","284.89","291.35","284.06","289.62","1,148,983"
"05/07/2025","279.38","284.77","279.37","283.36","1,271,178"
"05/06/2025","277.88","281.3","276.21","278.64","678,259"
"05/05/2025","278.19","283.27","278.19","280.07","894,591"
"05/02/2025","278.3","281.19","276.32","279.99","959,634"
